iter	MAE
240	21.16974134
241	21.16965985
242	21.16960912
243	21.16955259
244	21.16945888
245	21.16939609
246	21.16934083
247	21.16927025
248	21.16921071
249	21.16914841
250	21.16909386
251	21.16902185
252	21.16892987
253	21.16882975
254	21.16876408
255	21.16871629
256	21.16866608
257	21.1686077
258	21.16853925
259	21.16846668
260	21.16839895
261	21.16831657
262	21.16824029
263	21.16818612
264	21.16812773
265	21.16805592
266	21.16797644
267	21.16792186
268	21.16786279
269	21.16776553
270	21.16767928
271	21.16761662
272	21.16753092
273	21.16747176
274	21.16737891
275	21.16732473
276	21.16725616
277	21.16718824
278	21.16712392
279	21.16706082
280	21.16698118
281	21.16690928
282	21.16685821
283	21.166793
284	21.1667045
285	21.1666372
286	21.16658992
287	21.16650057
288	21.16643426
289	21.16633348
290	21.16628212
291	21.16620175
292	21.16613172
293	21.16607003
294	21.16599752
295	21.16593789
296	21.16584811
297	21.165757
298	21.16569624
299	21.16564539
300	21.16558157
301	21.16552068
302	21.16545626
303	21.16537465
304	21.16531297
305	21.16523355
306	21.16513788
307	21.16505875
308	21.16500768
309	21.16491456
310	21.16479066
311	21.16472616
312	21.16464443
313	21.16458794
314	21.16451948
315	21.16446772
316	21.16438896
317	21.16431117
318	21.16425295
319	21.16417087
320	21.16410808
321	21.16406523
322	21.16400697
323	21.16394645
324	21.16388589
325	21.16383001
326	21.16376511
327	21.16371519
328	21.16361037
329	21.16354557
330	21.16346286
331	21.16340069
332	21.16334656
333	21.16329921
334	21.16321828
335	21.16315728
336	21.16308726
337	21.16299554
338	21.16291899
339	21.16283982
340	21.1628019
341	21.16271236
342	21.16265183
343	21.16258206
344	21.16250092
345	21.16242903
346	21.1623766
347	21.1623156
348	21.16225703
349	21.16217968
350	21.16210347
351	21.16202886
352	21.16197066
353	21.16190006
354	21.16182851
355	21.16175831
356	21.16172221
357	21.16163524
358	21.1615413
359	21.1614651
360	21.16138973
361	21.16133264
362	21.16127258
363	21.16122244
364	21.16117191
365	21.16111291
366	21.1610259
367	21.16095568
368	21.16088512
369	21.16081942
370	21.16075508
371	21.16069618
372	21.16063444
373	21.16055798
374	21.16047857
375	21.1603925
376	21.16032041
377	21.16027155
378	21.16018443
379	21.16009727
380	21.16002216
381	21.1599364
382	21.15983404
383	21.15975953
384	21.15971026
385	21.15962722
386	21.15954548
387	21.15947175
388	21.15940876
389	21.15934632
390	21.15927373
391	21.15920336
392	21.15912993
393	21.15904381
394	21.15897652
395	21.15892451
396	21.15885269
397	21.15876525
398	21.15866921
399	21.15860593
400	21.15853398
401	21.15846265
402	21.1583787
403	21.15831922
404	21.1582301
405	21.15814301
406	21.1580805
407	21.15797901
408	21.15790339
409	21.15782025
410	21.1577466
411	21.15769862
412	21.15763037
413	21.15752845
414	21.15745753
415	21.15736837
416	21.15729424
417	21.15724697
418	21.15715512
419	21.15711864
420	21.15704039
421	21.15696132
422	21.15689178
423	21.1568498
424	21.15676074
425	21.15670668
426	21.15662448
427	21.15655407
428	21.15648273
429	21.15643058
430	21.15637173
431	21.15630227
432	21.15625261
433	21.15615875
434	21.15608208
435	21.15599565
436	21.15593616
437	21.15587706
438	21.15580522
439	21.15575779
440	21.15570211
441	21.1556618
442	21.15557264
443	21.15551055
444	21.15543943
445	21.1553756
446	21.15531089
447	21.15524355
448	21.15517576
449	21.15508586
450	21.15503269
451	21.15495135
452	21.15488067
453	21.15481579
454	21.15472843
455	21.15464265
456	21.15457143
457	21.15451878
458	21.15447518
459	21.15441576
460	21.15433189
461	21.15425741
462	21.15420052
463	21.15414119
464	21.15407933
465	21.15403343
466	21.15396932
467	21.15387961
468	21.15383698
469	21.15375598
470	21.15368728
471	21.15361109
472	21.15352176
473	21.15347772
474	21.15340564
475	21.15331021
476	21.15325204
477	21.15317792
478	21.15312316
479	21.15306316
480	21.15301668
481	21.15296857
482	21.15287073
483	21.15279919
484	21.15271577
485	21.15264418
486	21.15258122
487	21.15250602
488	21.15244273
489	21.15237788
490	21.15232704
491	21.15225849
492	21.15218455
493	21.15213249
494	21.15206539
495	21.15198139
496	21.1519043
497	21.15183055
498	21.15175533
499	21.15169106
500	21.15163494
501	21.15159597
502	21.15150384
503	21.15142626
504	21.15136326
505	21.15131646
506	21.15127047
507	21.151192
508	21.15112491
509	21.15106353
510	21.15099961
511	21.15094559
512	21.15088745
513	21.15084356
514	21.15077338
515	21.15069543
516	21.15061329
517	21.15055935
518	21.15048241
519	21.15040905
520	21.1503564
521	21.15028536
522	21.15023116
523	21.15014555
524	21.15005238
525	21.1499904
526	21.14993303
527	21.14985857
528	21.1498115
529	21.14974005
530	21.14968022
531	21.1496052
532	21.14954587
533	21.14949014
534	21.14941192
535	21.14937209
536	21.14930783
537	21.14926334
538	21.14919109
539	21.14914131
540	21.14909782
541	21.14902558
542	21.14895576
543	21.14887979
544	21.14879764
545	21.14873934
546	21.14870718
547	21.14863233
548	21.14856395
549	21.14849362
550	21.14842264
551	21.14836742
552	21.14831876
553	21.14823421
554	21.14815783
555	21.14810766
556	21.14805951
557	21.14798077
558	21.14791539
559	21.14783609
560	21.14774012
561	21.14767128
562	21.14762775
563	21.1475688
564	21.14752241
565	21.14745808
566	21.14741976
567	21.14736403
568	21.14728925
569	21.14726352
570	21.14717865
571	21.14711433
572	21.14706759
573	21.14699905
574	21.14689561
575	21.14684265
576	21.14675844
577	21.14672463
578	21.14665756
579	21.14659499
580	21.14655863
581	21.14651327
582	21.14643746
583	21.14638514
584	21.14629948
585	21.14622363
586	21.14615758
587	21.1460718
588	21.14599374
589	21.14592979
590	21.14588597
591	21.14582372
592	21.14576944
593	21.14571443
594	21.14566407
595	21.14561905
596	21.14554878
597	21.145502
598	21.14544376
599	21.14538713
600	21.1453449
601	21.14528457
602	21.14522541
603	21.1451535
604	21.1451137
605	21.14505198
606	21.14500958
607	21.14494311
608	21.14488778
609	21.14480747
610	21.14474158
611	21.14466782
612	21.14460757
613	21.14454786
614	21.14449606
615	21.14443014
616	21.14437179
617	21.14432395
618	21.14426385
619	21.14420965
620	21.14412188
621	21.14406158
622	21.14399481
623	21.14393836
624	21.14387006
625	21.14380435
626	21.14374675
627	21.14368256
628	21.14361227
629	21.14356288
630	21.14350959
631	21.14340864
632	21.1433592
633	21.14327732
634	21.14318113
635	21.14312851
636	21.14307677
637	21.1430128
638	21.14296935
639	21.14290102
640	21.14284554
641	21.14278514
642	21.14274529
643	21.14269304
644	21.14264914
645	21.14260068
646	21.14252436
647	21.14246831
648	21.1424169
649	21.14234705
650	21.14228809
651	21.14222979
652	21.14216987
653	21.1420997
654	21.14204398
655	21.14199136
656	21.14193419
657	21.14188401
658	21.14181335
659	21.14174334
660	21.14165909
661	21.14161406
662	21.14157536
663	21.14150997
664	21.14143667
665	21.14137044
666	21.14129909
667	21.14123693
668	21.14120073
669	21.14114804
670	21.14109119
671	21.14102658
672	21.1409729
673	21.14089514
674	21.14083402
675	21.1407734
676	21.14070809
677	21.14065187
678	21.14057553
679	21.14050926
680	21.14046589
681	21.14039814
682	21.14031112
683	21.14023947
684	21.14016344
685	21.14009627
686	21.14004938
687	21.1400018
688	21.13992966
689	21.13987196
690	21.13980738
691	21.13974583
692	21.13970161
693	21.13961541
694	21.13956604
695	21.13950797
696	21.13945441
697	21.13940498
698	21.13936128
699	21.13930325
700	21.13924093
701	21.1391717
702	21.13912175
703	21.13905308
704	21.13897586
705	21.13889198
706	21.13880652
707	21.13872738
708	21.13867279
709	21.13860198
710	21.13850855
711	21.13843247
712	21.13835211
713	21.13830515
714	21.1382457
715	21.1381829
716	21.13812935
717	21.13805745
718	21.13798384
719	21.13791552
720	21.13783467
721	21.13776526
722	21.13770686
723	21.13765172
724	21.13758762
725	21.13752908
726	21.13746709
727	21.13741924
728	21.13734805
729	21.13728464
730	21.13722574
731	21.13715688
732	21.13709147
733	21.13703131
734	21.13698865
735	21.13692695
736	21.13686328
737	21.1368107
738	21.13675722
739	21.13669486
740	21.13663816
741	21.13658685
742	21.13650609
743	21.13642054
744	21.1363294
745	21.13624476
746	21.13619158
747	21.13610984
748	21.13605202
749	21.13597454
750	21.13591125
751	21.13586772
752	21.1358021
753	21.13571916
754	21.13565604
755	21.13559408
756	21.13553143
757	21.1354736
758	21.13542887
759	21.13537202
760	21.13532064
761	21.13525494
762	21.1352088
763	21.13515432
764	21.13511067
765	21.13504516
766	21.13495261
767	21.13486988
768	21.13479864
769	21.13474261
770	21.13469435
771	21.13463029
772	21.13454831
773	21.13448221
774	21.13444821
775	21.13436278
776	21.13431075
777	21.13423609
778	21.13418257
779	21.13410286
780	21.13405804
781	21.13398197
782	21.13390282
783	21.1338274
784	21.13374461
785	21.13367101
786	21.13361497
787	21.13357496
788	21.13352143
789	21.13347559
790	21.13340748
791	21.13335168
792	21.13331317
793	21.13324959
794	21.13316646
795	21.13308834
796	21.13303612
797	21.13300402
798	21.13293582
799	21.13288141
800	21.13281785
801	21.13275305
802	21.13270196
803	21.13261839
804	21.1325516
805	21.13247238
806	21.13241837
807	21.13234513
808	21.13227346
809	21.1322073
810	21.13215289
811	21.13208716
812	21.13197963
813	21.13191497
814	21.13184615
815	21.13177621
816	21.13172709
817	21.13165957
818	21.13161162
819	21.1315616
820	21.13149469
821	21.13144566
822	21.13137401
823	21.13131406
824	21.13125009
825	21.13114409
826	21.13109706
827	21.13104121
828	21.13095828
829	21.13086736
830	21.13080216
831	21.13075081
832	21.13066433
833	21.13061821
834	21.13056123
835	21.13049712
836	21.13044067
837	21.13037874
838	21.13031544
839	21.13022861
840	21.13015063
841	21.13008422
842	21.13003202
843	21.12995769
844	21.12990103
845	21.1298424
846	21.12977512
847	21.12970405
848	21.12962341
849	21.12956452
850	21.12949717
851	21.12941771
852	21.12933921
853	21.12929198
854	21.12921029
855	21.12914025
856	21.12906732
857	21.12900353
858	21.12895095
859	21.12888742
860	21.12880308
861	21.12873991
862	21.12865486
863	21.12858961
864	21.12848657
865	21.12841862
866	21.12836546
867	21.12829231
868	21.12824429
869	21.1281679
870	21.12810331
871	21.12803732
872	21.12795166
873	21.12787273
874	21.12779972
875	21.12771946
876	21.12765922
877	21.12759203
878	21.12752612
879	21.12744623
880	21.12735746
881	21.1272807
882	21.12720828
883	21.12712324
884	21.12706721
885	21.12701861
886	21.1269461
887	21.1268711
888	21.12679401
889	21.12673448
890	21.12667355
891	21.12660643
892	21.12654038
893	21.12646541
894	21.12638081
895	21.12630845
896	21.12624229
897	21.12616858
898	21.12610361
899	21.12603851
900	21.12598245
901	21.1259165
902	21.12582022
903	21.1257291
904	21.12564936
905	21.12554467
906	21.12546144
907	21.12538807
908	21.12531761
909	21.12521155
910	21.12511212
911	21.12503004
912	21.12494906
913	21.12486449
914	21.12479353
915	21.124699
916	21.12464087
917	21.1245342
918	21.12445226
919	21.12438562
920	21.12432301
921	21.12425663
922	21.12418586
923	21.12412888
924	21.12405294
925	21.12397566
926	21.12388359
927	21.12380798
928	21.12372565
929	21.12365127
930	21.12356451
931	21.12350337
932	21.12344163
933	21.12335002
934	21.12328074
935	21.12320732
936	21.12310475
937	21.12301469
938	21.12294189
939	21.12286759
940	21.12277458
941	21.12270048
942	21.12262223
943	21.12255191
944	21.12247175
945	21.12240456
946	21.12234165
947	21.12225646
948	21.12214784
949	21.12207592
950	21.12199693
951	21.12191611
952	21.12181901
953	21.12172697
954	21.12164569
955	21.12156986
956	21.12147597
957	21.12139511
958	21.12130208
959	21.12124324
960	21.12119167
961	21.12110904
962	21.12104456
963	21.12097203
964	21.12088812
965	21.12081777
966	21.12073246
967	21.12064102
968	21.12057162
969	21.1204904
970	21.12042021
971	21.12032698
972	21.12027055
973	21.12020644
974	21.12012896
975	21.12003018
976	21.11993951
977	21.11985373
978	21.11978859
979	21.11971596
980	21.11964207
981	21.1195589
982	21.1194566
983	21.11938118
984	21.1192942
985	21.1192372
986	21.119166
987	21.11906088
988	21.1189999
989	21.11891968
990	21.11882412
991	21.11874468
992	21.11867253
993	21.11858663
994	21.11852234
995	21.1184642
996	21.11839999
997	21.11833423
998	21.11823548
999	21.11815724
1000	21.11809607
1001	21.11802557
1002	21.11796373
1003	21.11789109
1004	21.1178145
1005	21.11774088
1006	21.11764351
1007	21.11757213
1008	21.11746677
1009	21.11739617
1010	21.11729463
1011	21.1172004
1012	21.11711667
1013	21.11702803
1014	21.11695008
1015	21.11685795
1016	21.11677862
1017	21.1166779
1018	21.11659242
1019	21.11648329
1020	21.11638354
1021	21.11631693
1022	21.11622881
1023	21.11614791
1024	21.11606987
1025	21.11599756
1026	21.11593434
1027	21.11587974
1028	21.11579238
1029	21.11572451
1030	21.11564544
1031	21.11555219
1032	21.11545437
1033	21.11539485
1034	21.11531341
1035	21.1152364
1036	21.11515392
1037	21.11506896
1038	21.11499131
1039	21.11491811
1040	21.11484739
1041	21.11477258
1042	21.11469733
1043	21.11462977
1044	21.11455956
1045	21.11444371
1046	21.11436499
1047	21.11427693
1048	21.11420038
1049	21.11410212
1050	21.11402341
1051	21.11394553
1052	21.11386831
1053	21.11380153
1054	21.11372347
1055	21.11363837
1056	21.11358679
1057	21.11350233
1058	21.11343643
1059	21.1133501
1060	21.11326705
1061	21.11317779
1062	21.11311239
1063	21.113034
1064	21.11295532
1065	21.11287062
1066	21.11281812
1067	21.11271224
1068	21.11264878
1069	21.11256889
1070	21.11248218
1071	21.11243166
1072	21.11235964
1073	21.11227082
1074	21.11220919
1075	21.11216165
1076	21.11208318
1077	21.11198547
1078	21.11192999
1079	21.11185372
1080	21.11177771
1081	21.11169868
1082	21.11165607
1083	21.11155107
1084	21.11147605
1085	21.11137904
1086	21.11131418
1087	21.11124466
1088	21.11117268
1089	21.11108805
1090	21.11100227
1091	21.11093433
1092	21.11085441
1093	21.11075653
1094	21.11064773
1095	21.11056321
1096	21.11048525
1097	21.11042594
1098	21.1103431
1099	21.11027493
1100	21.11021296
1101	21.1101493
1102	21.1100615
1103	21.10999011
1104	21.10991256
1105	21.10983119
1106	21.10974963
1107	21.10967407
1108	21.10958881
1109	21.10954208
1110	21.10944883
1111	21.1093709
1112	21.10928883
1113	21.10921299
1114	21.10916185
1115	21.1091074
1116	21.10902376
1117	21.10893477
1118	21.10885622
1119	21.10877322
1120	21.10867974
1121	21.10860258
1122	21.108497
1123	21.10841572
1124	21.10835435
1125	21.10826735
1126	21.10817945
1127	21.10811783
1128	21.10802625
1129	21.10795943
1130	21.10786305
1131	21.10778471
1132	21.10772219
1133	21.10764883
1134	21.10757219
1135	21.10749589
1136	21.10742598
1137	21.10734805
1138	21.10728442
1139	21.10720862
1140	21.10713083
1141	21.10706954
1142	21.10699023
1143	21.10691372
1144	21.1068435
1145	21.10677383
1146	21.10671058
1147	21.10663374
1148	21.10655375
1149	21.10646906
1150	21.10640353
1151	21.10631476
1152	21.10622358
1153	21.10614504
1154	21.10608949
1155	21.10599883
1156	21.10592815
1157	21.10586586
1158	21.10578579
1159	21.10571607
1160	21.10563733
1161	21.10556493
1162	21.10550214
1163	21.10542069
1164	21.1053502
1165	21.10528507
1166	21.10522596
1167	21.10516523
1168	21.10509965
1169	21.10501843
1170	21.10494573
1171	21.10486402
1172	21.10479674
1173	21.10472969
1174	21.10467902
1175	21.10458285
1176	21.10447645
1177	21.10439774
1178	21.10432061
1179	21.10423327
1180	21.1041547
1181	21.10407457
1182	21.10400616
1183	21.10390462
1184	21.10383323
1185	21.10375448
1186	21.10368031
1187	21.10361303
1188	21.10354715
1189	21.10348256
1190	21.10342192
1191	21.10335209
1192	21.10327275
1193	21.10320292
1194	21.10312692
1195	21.10304943
1196	21.10297803
1197	21.1029088
1198	21.10284519
1199	21.10278756
1200	21.10270627
1201	21.10262148
1202	21.10253314
1203	21.10247651
1204	21.10240431
1205	21.10231852
1206	21.10227655
1207	21.10220549
1208	21.10213966
1209	21.10207516
1210	21.10201079
1211	21.10192855
1212	21.10183958
1213	21.10175377
1214	21.10164048
1215	21.10158477
1216	21.10150439
1217	21.10140194
1218	21.10132349
1219	21.10125566
1220	21.10116331
1221	21.10105685
1222	21.10098135
1223	21.10091027
1224	21.1008371
1225	21.10077302
1226	21.10069942
1227	21.10062686
1228	21.10055588
1229	21.10047677
1230	21.10039564
1231	21.10033267
1232	21.10025313
1233	21.10017562
1234	21.10010168
1235	21.10001483
1236	21.09994657
1237	21.09983927
1238	21.0997629
1239	21.0996717
1240	21.09957842
1241	21.09949183
1242	21.09942143
1243	21.09934308
1244	21.09927588
1245	21.09919643
1246	21.09911928
1247	21.09904437
1248	21.09898798
1249	21.09890316
1250	21.09882129
1251	21.09877451
1252	21.09870219
1253	21.09863164
1254	21.09855406
1255	21.0984641
1256	21.09840125
1257	21.09829471
1258	21.09822836
1259	21.09815257
1260	21.09807531
1261	21.09800329
1262	21.0979256
1263	21.09785129
1264	21.09778825
1265	21.09770316
1266	21.09763162
1267	21.09755176
1268	21.09748813
1269	21.09740272
1270	21.09731932
1271	21.09724765
1272	21.09717711
1273	21.09711527
1274	21.09704606
1275	21.09697638
1276	21.09688812
1277	21.09679181
1278	21.09670184
1279	21.09662983
1280	21.09656089
1281	21.09649141
1282	21.09643009
1283	21.09634742
1284	21.09626236
1285	21.0962059
1286	21.09611955
1287	21.09604043
1288	21.09595855
1289	21.09589487
1290	21.09583021
1291	21.09576149
1292	21.09568843
1293	21.0956156
1294	21.09554856
1295	21.09548922
1296	21.09541423
1297	21.0953432
1298	21.09527555
1299	21.09521605
1300	21.09514599
1301	21.09506969
1302	21.09499664
1303	21.09492571
1304	21.09485774
1305	21.09478515
1306	21.09471225
1307	21.09464057
1308	21.09454774
1309	21.09446295
1310	21.09438053
1311	21.09431041
1312	21.09426961
1313	21.0941983
1314	21.09412634
1315	21.09407097
1316	21.09399952
1317	21.09392621
1318	21.09385047
1319	21.09376763
1320	21.09370392
1321	21.09361064
1322	21.09352514
1323	21.09344669
1324	21.09336887
1325	21.09331298
1326	21.09324551
1327	21.09318634
1328	21.09311158
1329	21.09304169
1330	21.09297441
1331	21.09286366
1332	21.09280226
1333	21.09274392
1334	21.09268654
1335	21.09260404
1336	21.09251481
1337	21.09245638
1338	21.09238152
1339	21.09230595
1340	21.09223513
1341	21.09215129
1342	21.09208664
1343	21.09200245
1344	21.09192548
1345	21.0918533
1346	21.09177275
1347	21.09169141
1348	21.09162474
1349	21.09155537
1350	21.09147572
1351	21.09142351
1352	21.09133962
1353	21.09127853
1354	21.0912025
1355	21.0911364
1356	21.09105052
1357	21.09095875
1358	21.09091269
1359	21.09082502
1360	21.09073328
1361	21.09067039
1362	21.09060534
1363	21.090543
1364	21.09048424
1365	21.09042541
1366	21.09034974
1367	21.09030592
1368	21.09023002
1369	21.09014999
1370	21.09006959
1371	21.0900049
1372	21.0899386
1373	21.08987013
1374	21.08978764
1375	21.08971896
1376	21.08964801
1377	21.08957939
1378	21.08950372
1379	21.08942419
1380	21.08936593
1381	21.08929203
1382	21.08923128
1383	21.08914471
1384	21.08906114
1385	21.08898214
1386	21.08891133
1387	21.08881684
1388	21.08873511
1389	21.08865458
1390	21.08857263
1391	21.08850748
1392	21.08843536
1393	21.08837278
1394	21.08830142
1395	21.0882097
1396	21.08813209
1397	21.08805025
1398	21.08797983
1399	21.08791432
1400	21.08784565
1401	21.08777468
1402	21.08771059
1403	21.08763933
1404	21.08756151
1405	21.08747849
1406	21.08740614
1407	21.0873296
1408	21.08726281
1409	21.08719615
1410	21.08712657
1411	21.08703999
1412	21.08698812
1413	21.08692493
1414	21.08684065
1415	21.08677896
1416	21.086709
1417	21.08664565
1418	21.08656894
1419	21.08649327
1420	21.08641707
1421	21.08633973
1422	21.08626324
1423	21.08618805
1424	21.08611866
1425	21.08605063
1426	21.08596201
1427	21.08587431
1428	21.08580908
1429	21.08573978
1430	21.08566617
1431	21.08559502
1432	21.0855076
1433	21.08539686
1434	21.08534034
1435	21.08525296
1436	21.08518925
1437	21.08511345
1438	21.08505773
1439	21.08496496
1440	21.08490031
1441	21.08481915
1442	21.08473906
1443	21.08465596
1444	21.08458093
1445	21.08451949
1446	21.08445134
1447	21.08437358
1448	21.08431164
1449	21.08424174
1450	21.08416976
1451	21.08409708
1452	21.08400882
1453	21.0839415
1454	21.08386039
1455	21.08378407
1456	21.08371075
1457	21.08365866
1458	21.08358984
1459	21.08351543
1460	21.08345056
1461	21.08338213
1462	21.08328254
1463	21.08320779
1464	21.08312837
1465	21.08306197
1466	21.0830055
1467	21.08294233
1468	21.08285955
1469	21.08279406
1470	21.08271731
1471	21.08261965
1472	21.08250688
1473	21.08244263
1474	21.08235458
1475	21.08229164
1476	21.08222678
1477	21.08214287
1478	21.0820832
1479	21.08199753
1480	21.08192439
1481	21.08185923
1482	21.0817857
1483	21.08172245
1484	21.08166767
1485	21.08158047
1486	21.08151353
1487	21.08143963
1488	21.08135864
1489	21.08129209
1490	21.08120418
1491	21.08112976
1492	21.0810675
1493	21.0809996
1494	21.08091866
1495	21.080857
1496	21.08078584
1497	21.08071964
1498	21.08063415
1499	21.08056748
1500	21.0804917
1501	21.08040843
1502	21.08033361
1503	21.08024207
1504	21.08017665
1505	21.08009072
1506	21.08000957
1507	21.07992074
1508	21.07985011
1509	21.07976638
1510	21.07969292
1511	21.07961007
1512	21.07954469
1513	21.07948708
1514	21.0794168
1515	21.07934863
1516	21.07927613
1517	21.07919206
1518	21.07911403
1519	21.07902226
1520	21.07893862
1521	21.07885867
1522	21.07877747
1523	21.07869417
1524	21.07862991
1525	21.07856308
1526	21.0785079
1527	21.07844047
1528	21.078373
1529	21.07828918
1530	21.07824235
1531	21.07818303
1532	21.07812152
1533	21.07805187
1534	21.07798652
1535	21.07792054
1536	21.077858
1537	21.07777262
1538	21.07769988
1539	21.07763363
1540	21.0775781
1541	21.0774951
1542	21.07742574
1543	21.07733972
1544	21.07727261
1545	21.07721406
1546	21.07714098
1547	21.07707968
1548	21.07702486
1549	21.07695482
1550	21.07689526
1551	21.07683273
1552	21.07675833
1553	21.07670664
1554	21.07666615
1555	21.07659301
1556	21.0765285
1557	21.07646676
1558	21.07640889
1559	21.07633327
1560	21.07625447
1561	21.0761962
1562	21.07612625
1563	21.07604311
1564	21.07598699
1565	21.07591288
1566	21.07583689
1567	21.07576993
1568	21.07571066
1569	21.07563356
1570	21.07555728
1571	21.07550839
1572	21.07541716
1573	21.07534254
1574	21.07527294
1575	21.07520324
1576	21.07511926
1577	21.07503805
1578	21.07496059
1579	21.07489854
1580	21.07480511
1581	21.07472876
1582	21.07465947
1583	21.07459411
1584	21.07453741
1585	21.07446779
1586	21.07439669
1587	21.07432147
1588	21.07423393
1589	21.0741623
1590	21.07409903
1591	21.07403722
1592	21.07399008
1593	21.07391098
1594	21.07383778
1595	21.07376856
1596	21.07369976
1597	21.07363498
1598	21.07356562
1599	21.07350952
1600	21.07342286
1601	21.07336259
1602	21.07330387
1603	21.07322367
1604	21.0731572
1605	21.07307762
1606	21.07301131
1607	21.07294633
1608	21.07284946
1609	21.07278081
1610	21.07271649
1611	21.0726526
1612	21.07256492
1613	21.07248792
1614	21.07241664
1615	21.0723469
1616	21.07227448
1617	21.0721919
1618	21.07211556
1619	21.07201126
1620	21.07192105
1621	21.07181724
1622	21.07173531
1623	21.07164507
1624	21.07158441
1625	21.0715119
1626	21.07142742
1627	21.07137108
1628	21.07130395
1629	21.07123583
1630	21.0711683
1631	21.07111028
1632	21.07106053
1633	21.07099092
1634	21.07091921
1635	21.07086972
1636	21.07080681
1637	21.07074965
1638	21.07068219
1639	21.07062133
1640	21.07058078
1641	21.07052109
1642	21.07046147
1643	21.07037771
1644	21.07029778
1645	21.07024396
1646	21.07015467
1647	21.07008969
1648	21.07003141
1649	21.06995074
1650	21.06988292
1651	21.06982182
1652	21.06977824
1653	21.06970352
1654	21.06964283
1655	21.06957689
1656	21.06951048
1657	21.06944143
1658	21.06937276
1659	21.06931523
1660	21.06924778
1661	21.0691948
1662	21.06913686
1663	21.06907378
1664	21.06898573
1665	21.06892341
